,p,z,mdens_sum,mdens_to_divide,serpent_burnup,mdens_ratio,corrected_burnup
fuelP7Z6,7,6,13.46489419411161,13.480659843474324,0.0660527,0.9988304986888051,0.06597987654078369
fuelP8Z6,8,6,13.462928836960831,13.480659843474324,0.142535,0.998684707817023,0.14236830513060883
fuelP9Z6,9,6,13.460118041493445,13.480659843474324,0.211676,0.9984762020391144,0.21139758421187616
fuelP10Z6,10,6,13.456437476475642,13.480659843474324,0.266617,0.9982031764557573,0.26621072955906255
fuelP11Z6,11,6,13.452400463840695,13.480659843474324,0.305886,0.9979037094651335,0.30533637683334575
fuelP12Z6,12,6,13.447713417082017,13.480659843474324,0.347283,0.9975560227188541,0.34655499393418
fuelP13Z6,13,6,13.442467062818379,13.480659843474324,0.384366,0.9971668463488133,0.38342661822835505
fuelP14Z6,14,6,13.437630035049878,13.480659843474324,0.356317,0.9968080339594596,0.3553074991904701
fuelP15Z6,15,6,13.4341935459476,13.480659843474324,0.251889,0.9965531140117583,0.2510849788660143
fuelP16Z6,16,6,13.431901105674136,13.480659843474324,0.160335,0.9963830600010436,0.15978234353507526
fuelP17Z6,17,6,13.425827849587597,13.480659843474324,0.456518,0.9959325437683771,0.4548668017855564
fuelP18Z6,18,6,13.415174005498375,13.480659843474324,0.787349,0.995142237936695,0.784146492403488
fuelP19Z6,19,6,13.398496630043502,13.480659843474324,1.22016,0.9939051044693041,1.2142327530408377
fuelP20Z6,20,6,13.380946575982032,13.480659843474324,1.28967,0.9926032354016735,1.2818095960809275
fuelP21Z6,21,6,13.363700525627682,13.480659843474324,1.27229,0.991323917433963,1.262879170369195
fuelP22Z6,22,6,13.351028017639312,13.480659843474324,0.942698,0.990383866417506,0.9345190743171621
fuelP23Z6,23,6,13.319632604519532,13.480659843474324,2.29193,0.9880549438362439,2.269890494958274
fuelP24Z6,24,6,13.27894073844841,13.480659843474324,2.97428,0.9850364071664073,2.9387520583532636
fuelP25Z6,25,6,13.228952961980754,13.480659843474324,3.70738,0.9813282966548988,3.6519042752005952
fuelP26Z6,26,6,13.172504908401642,13.480659843474324,4.20395,0.9771409605575165,4.125455092722362
fuelP27Z6,27,6,13.073970214781513,13.480659843474324,7.32235,0.9698316229758085,7.154968112538332
